,feature,relative_score,score
0,articleID,0.02259607009914396,56.76459999999997
1,colorCode,0.013472193163387713,33.84409999999999
2,sizeCode,0.0033537079550509997,8.425
3,productGroup,0.010235158419212142,25.7122
4,quantity,0.005372819273793455,13.497300000000001
5,price,0.018341259628027805,46.075899999999976
6,rrp,0.019510181101025696,49.01239999999997
7,voucherID,0.003967605688971432,9.967199999999998
8,voucherAmount,0.01574312117677293,39.548999999999985
9,deviceID,0.01889059102007177,47.45589999999998
10,paymentMethod,0.008942040283665178,22.4637
11,t_wsv,0.018647571589026236,46.845399999999984
12,t_ssv,0.009671616062895738,24.296499999999998
13,t_isChristmas,0.012647598975982595,31.772599999999994
14,t_singleItemPrice,0.013499182053518575,33.9119
15,t_singleItemPrice_diff_rrp,0.01103746089795461,27.727700000000002
16,t_isGift,0.017505639006159198,43.97669999999999
17,t_sizeCodeNumerized,0.003649152708076382,9.1672
18,t_unisize,0.017815493756570076,44.75509999999998
19,t_isTypePants,0.0068115500348546795,17.1116
20,t_isTypeBelt,0.01976474445262868,49.65189999999997
21,t_isTypeTop,0.00336389845043964,8.450599999999998
22,t_reducedPaymentMethod_A,0.009075352662792371,22.798600000000004
23,t_paymentWithFee_A,0.017509699281665604,43.98689999999998
24,t_isWeekend_A,0.005944084114896562,14.9324
25,t_isOneSize_A,0.006985345749178153,17.548199999999998
26,t_customer_boughtArticleCount,0.013634803216757254,34.2526
27,t_customer_orderCount,0.0209012633348205,52.50699999999997
28,t_customer_voucherCount,0.012649032014396626,31.776200000000003
29,t_order_boughtArticleTypeCount,0.018682442190434242,46.93299999999998
30,t_order_boughtArticleCount,0.0067247715975607796,16.893600000000003
31,t_order_duplicateCount,0.015077634059947498,37.87719999999999
32,t_order_sameArticlesCount,0.004175635098741124,10.4898
33,t_order_totalPrice,0.01862181670419635,46.78069999999999
34,t_order_meanPrice,0.019767212463230616,49.658099999999976
35,t_order_cheapestPrice,0.012409197113160042,31.173700000000007
36,t_order_mostExpensivePrice,0.0022309223576602753,5.6044
37,t_order_totalPrice_diff_voucherAmount,0.01261786342889152,31.697899999999994
38,t_order_priceStd_A,0.0025009306788366663,6.2827
39,t_order_hasVoucher_A,0.0189165051313921,47.52099999999997
40,t_order_sameArticlesCount_DiffSize,0.01207107966069472,30.3243
41,t_order_sameArticlesCount_DiffColor,0.017600219541485027,44.21429999999999
42,t_article_boughtCountGlobal,0.02204124539317956,55.370799999999974
43,t_article_availableSizes,0.021468507707039806,53.93199999999997
44,t_article_availableColors,0.013338562331279636,33.50840000000001
45,t_article_priceChangeSTD_A,0.0011194418410913258,2.8122
46,t_order_article_sameArticlesCount,0.02091623062492257,52.544599999999974
47,t_order_article_sameArticlesCount_DiffSize,0.021464128978552502,53.92099999999997
48,t_order_article_sameArticlesCount_DiffColor,0.012801172926019238,32.15840000000001
49,t_voucher_is10PercentVoucher,0.00532150853724674,13.368400000000001
50,t_voucher_is15PercentVoucher,0.013489031364752541,33.886399999999995
51,t_voucher_isGiftVoucher,0.003883295262279468,9.7554
52,t_voucher_isValueVoucher,0.02088597759173754,52.46859999999998
53,t_unisizeOffset,0.016699037412174645,41.95039999999999
54,productPrice,0.02034046763546432,51.09819999999998
55,totalSavings,0.0072341371405024125,18.1732
56,relativeSavings,0.01841792718317829,46.26849999999998
57,orderYear,0.009331866538903333,23.443
58,orderMonth,0.011312484853580104,28.418600000000012
59,orderDay,0.010748265784679294,27.0012
60,orderWeekDay,0.019220468501656426,48.284599999999976
61,orderDayOfYear,0.01319255163953925,33.1416
62,orderWeek,0.01155188188196795,29.019999999999996
63,orderWeekOfYear,0.011593957482068712,29.125700000000002
64,orderQuarter,0.020040325700970734,50.34419999999998
65,orderTotalDay,0.012652933063412588,31.785999999999998
66,orderSeason,0.00478702501543701,12.0257
67,orderIsOnGermanHoliday,0.02117453579905107,53.19349999999998
68,colorReturnProb,0.011760787037435105,29.5448
69,sizeReturnProb,0.0069488828828656694,17.456599999999998
70,customerReturnProb,0.02259607009914396,56.76459999999997
71,productGroupReturnProb,0.01177129598580464,29.571199999999997
72,surplusArticleQuantity,0.01093878028049976,27.479800000000008
73,surplusArticleSizeQuantity,0.006203862134061701,15.585000000000003
74,surplusArticleColorQuantity,0.008103075905497166,20.356099999999994
75,totalOrderShare,0.007933579306415778,19.9303
76,voucherSavings,0.020101309446812137,50.49739999999998
77,customerAvgUnisize,0.005680922532809416,14.271300000000002
