,feature,relative_score,score
0,articleID,0.020085501014791018,45.458
1,colorCode,0.007863117076405053,17.795999999999996
2,sizeCode,0.004931282560290305,11.1606
3,productGroup,0.022985566699831733,52.021499999999996
4,quantity,0.004636791240250748,10.494100000000001
5,price,0.0037823466570662055,8.5603
6,rrp,0.012200335751034165,27.612099999999998
7,voucherID,0.002323322219102779,5.2581999999999995
8,voucherAmount,0.008721361547590104,19.738399999999995
9,deviceID,0.016287203665071512,36.8616
10,paymentMethod,0.018050926098982838,40.8533
11,t_wsv,0.0017441485922342836,3.9473999999999996
12,t_ssv,0.003208917046942667,7.262499999999999
13,t_isChristmas,0.011048837132646927,25.00599999999999
14,t_singleItemPrice,0.008130478963510736,18.4011
15,t_singleItemPrice_diff_rrp,0.012785606872601156,28.936700000000002
16,t_isGift,0.020655970247053696,46.749100000000006
17,t_sizeCodeNumerized,0.021823773036047767,49.39209999999999
18,t_unisize,0.01979061203205374,44.79060000000001
19,t_isTypePants,0.006968641114982578,15.7716
20,t_isTypeBelt,0.018048584307540663,40.84799999999999
21,t_isTypeTop,0.004058589677754475,9.185500000000001
22,t_reducedPaymentMethod_A,0.012487315664561089,28.261600000000005
23,t_paymentWithFee_A,0.01949258593247881,44.11609999999998
24,t_isWeekend_A,0.020958945037978106,47.43479999999999
25,t_isOneSize_A,0.023275506991219518,52.677699999999994
26,t_customer_boughtArticleCount,0.01833627117697466,41.4991
27,t_customer_orderCount,0.006669245288337712,15.094000000000003
28,t_customer_voucherCount,0.009583273352543092,21.6891
29,t_order_boughtArticleTypeCount,0.017751132609640247,40.174800000000005
30,t_order_boughtArticleCount,0.013982571592761936,31.645699999999994
31,t_order_duplicateCount,0.009287058827480044,21.018699999999992
32,t_order_sameArticlesCount,0.020366825281061367,46.0947
33,t_order_totalPrice,0.021820724288698523,49.3852
34,t_order_meanPrice,0.014831802376131827,33.5677
35,t_order_cheapestPrice,0.013949742327827296,31.5714
36,t_order_mostExpensivePrice,0.011912958174809515,26.961699999999997
37,t_order_totalPrice_diff_voucherAmount,0.009594275353846897,21.714000000000002
38,t_order_priceStd_A,0.006393841777789088,14.470699999999999
39,t_order_hasVoucher_A,0.011629601410306339,26.3204
40,t_order_sameArticlesCount_DiffSize,0.005801810390360727,13.1308
41,t_order_sameArticlesCount_DiffColor,0.007545075287711171,17.0762
42,t_article_boughtCountGlobal,0.0023200967327767644,5.2509
43,t_article_availableSizes,0.017466185194346156,39.5299
44,t_article_availableColors,0.014530197312277358,32.8851
45,t_article_priceChangeSTD_A,0.01627359476386038,36.8308
46,t_order_article_sameArticlesCount,0.011912604696855983,26.960900000000002
47,t_order_article_sameArticlesCount_DiffSize,0.013688212826954954,30.979499999999994
48,t_order_article_sameArticlesCount_DiffColor,0.015439430978259961,34.94290000000001
49,t_voucher_is10PercentVoucher,0.005239294412052608,11.8577
50,t_voucher_is15PercentVoucher,0.010166998008063362,23.0102
51,t_voucher_isGiftVoucher,0.021536307090334734,48.741499999999995
52,t_voucher_isValueVoucher,0.013970818450806869,31.619099999999996
53,t_unisizeOffset,0.008714424542751965,19.7227
54,productPrice,0.02240652562719582,50.711000000000006
55,totalSavings,0.009306544299668708,21.062799999999992
56,relativeSavings,0.01163927786928438,26.342299999999994
57,orderYear,0.015989663597682707,36.1882
58,orderMonth,0.0029074887220649683,6.580299999999999
59,orderDay,0.021243406421086092,48.0786
60,orderWeekDay,0.009027473455352156,20.431200000000004
61,orderDayOfYear,0.013975722957412177,31.63019999999999
62,orderWeek,0.008717650029077978,19.729999999999997
63,orderWeekOfYear,0.010477263281779456,23.7124
64,orderQuarter,0.013379670758262349,30.281200000000002
65,orderTotalDay,0.005803798703849366,13.135299999999999
66,orderSeason,0.01833931992432391,41.50600000000001
67,orderIsOnGermanHoliday,0.01629480344107253,36.8788
68,colorReturnProb,0.012202324064522806,27.616600000000002
69,sizeReturnProb,0.012229144204247339,27.677300000000002
70,customerReturnProb,0.023275506991219518,52.677699999999994
71,productGroupReturnProb,0.007553249465386687,17.0947
72,surplusArticleQuantity,0.004070873036639846,9.2133
73,surplusArticleSizeQuantity,0.017460043514903465,39.51599999999999
74,surplusArticleColorQuantity,0.02240776280003319,50.7138
75,totalOrderShare,0.0029047492679250657,6.5741
76,voucherSavings,0.021244290115969934,48.08060000000001
77,customerAvgUnisize,0.020082805745395303,45.45189999999999
